2415,31359,Wyoming-Out of WY,44035,0,0,0,0
2578,35884,Wyoming-Out of WY,43957,0,0,0,0
2611,36806,Wyoming-Out of WY,44182,0,0,0,0
3368,40082,Wyoming-Out of WY,43896,0,0,0,0
4145,45172,Wyoming-Out of WY,44118,0,0,0,0
4534,48865,Wyoming-Out of WY,44136,0,0,0,0
4540,49087,Wyoming-Out of WY,44129,0,0,0,0
4564,50246,Wyoming-Out of WY,44142,0,0,0,0
5290,52399,Wyoming-Out of WY,44096,0,0,0,0
5295,52509,Wyoming-Out of WY,44097,0,0,0,0
5312,53490,Wyoming-Out of WY,44090,0,0,0,0
5348,54440,Wyoming-Out of WY,43912,0,0,0,0
7111,59177,Wyoming-Out of WY,43865,0,0,0,0
7274,60854,Wyoming-Out of WY,43910,0,0,0,0
7944,63768,Wyoming-Out of WY,44444,0,0,0,0
8222,74737,Wyoming-Out of WY,44430,0,0,0,0
8286,77726,Wyoming-Out of WY,44243,0,0,0,0
8392,82559,Wyoming-Out of WY,44775,0,0,0,0
8464,84111,Wyoming-Out of WY,44754,0,0,0,0
8704,91449,Wyoming-Out of WY,44181,0,0,0,0
9221,95284,Wyoming-Out of WY,43857,0,0,0,0
9529,96828,Wyoming-Out of WY,44684,0,0,0,0
4384,47494,Wyoming-Niobrara,43917,0,0,43.05607708,-104.4758896
1294,21575,Wyoming-Natrona,43860,0,0,42.96180148,-106.797885
3034,39701,Wyoming-Natrona,43899,0,0,42.96180148,-106.797885
4832,51278,Wyoming-Natrona,43892,0,0,42.96180148,-106.797885
1756,26343,Wyoming-Lincoln,43885,0,0,42.26376367,-110.6563997
4021,43958,Wyoming-Lincoln,43876,0,0,42.26376367,-110.6563997
4271,47263,Wyoming-Lincoln,43915,0,0,42.26376367,-110.6563997
5793,56344,Wyoming-Laramie,43854,0,0,41.3070252,-104.6887497
6627,58606,Wyoming-Laramie,43870,0,0,41.3070252,-104.6887497
486,10763,Wyoming-Hot Springs,43927,0,0,43.71930657,-108.4423174
3895,43821,Wyoming-Hot Springs,43873,0,0,43.71930657,-108.4423174
1615,26190,Wyoming-Goshen,43859,0,0,42.08798185,-104.3534743
1755,26342,Wyoming-Goshen,43885,0,0,42.08798185,-104.3534743
4721,51148,Wyoming-Goshen,43895,0,0,42.08798185,-104.3534743
5539,54802,Wyoming-Goshen,43914,0,0,42.08798185,-104.3534743
4831,51277,Wyoming-Crook,43892,0,0,44.58855102,-104.5697705
1262,21538,Wyoming-Converse,43863,0,0,42.97272268,-105.5081848
3367,40081,Wyoming-Converse,43896,0,0,42.97272268,-105.5081848
2096,26713,Wyoming-Carbon,43884,0,0,41.69357844,-106.9326084
6746,58743,Wyoming-Carbon,43869,0,0,41.69357844,-106.9326084
6858,58886,Wyoming-Carbon,43871,0,0,41.69357844,-106.9326084
8977,94123,Wyoming-Carbon,43862,0,0,41.69357844,-106.9326084
3366,40080,Wyoming-Campbell,43896,0,0,44.24886082,-105.5474404
7460,61137,Wyoming-Campbell,43908,0,0,44.24886082,-105.5474404
901,16719,Wyoming-Big Horn,43923,0,0,44.52405055,-107.9960365
1002,17062,Wyoming-Big Horn,43924,0,0,44.52405055,-107.9960365
7110,59176,Wyoming-Big Horn,43865,0,0,44.52405055,-107.9960365
8976,94121,Wyoming-Big Horn,43862,0,0,44.52405055,-107.9960365
9850,98222,Wyoming-Big Horn,43901,0,0,44.52405055,-107.9960365
2220,26861,Wyoming-Albany,43887,0,0,41.65498705,-105.7235415
7374,61016,Wyoming-Albany,43907,0,0,41.65498705,-105.7235415
4044,43988,Wisconsin-Wood,43875,0,0,44.45537896,-90.04158336
6491,58462,Wisconsin-Wood,43867,0,0,44.45537896,-90.04158336
6745,58742,Wisconsin-Wood,43869,0,0,44.45537896,-90.04158336
6810,58825,Wisconsin-Winnebago,43872,0,0,44.06886922,-88.64477096
6857,58885,Wisconsin-Winnebago,43871,0,0,44.06886922,-88.64477096
6969,59011,Wisconsin-Winnebago,43866,0,0,44.06886922,-88.64477096
7636,61382,Wisconsin-Winnebago,43903,0,0,44.06886922,-88.64477096
2095,26712,Wisconsin-Waushara,43884,0,0,44.11324419,-89.24317107
5037,51504,Wisconsin-Waushara,43893,0,0,44.11324419,-89.24317107
5143,51626,Wisconsin-Waushara,43890,0,0,44.11324419,-89.24317107
7373,61015,Wisconsin-Waushara,43907,0,0,44.11324419,-89.24317107
2823,39465,Wisconsin-Waupaca,43897,0,0,44.47068056,-88.96534501
5347,54438,Wisconsin-Waupaca,43912,0,0,44.47068056,-88.96534501
5538,54801,Wisconsin-Waupaca,43914,0,0,44.47068056,-88.96534501
9849,98220,Wisconsin-Waupaca,43901,0,0,44.47068056,-88.96534501
7031,59088,Wisconsin-Waukesha,43868,0,0,43.01833055,-88.30431188
2917,39570,Wisconsin-Washington,43898,0,0,43.36863664,-88.22974712
4020,43957,Wisconsin-Washington,43876,0,0,43.36863664,-88.22974712
9340,95970,Wisconsin-Washington,43905,0,0,43.36863664,-88.22974712
2916,39569,Wisconsin-Washburn,43898,0,0,45.89838588,-91.79050449
6011,56597,Wisconsin-Washburn,43855,0,0,45.89838588,-91.79050449
7372,61014,Wisconsin-Washburn,43907,0,0,45.89838588,-91.79050449
1293,21574,Wisconsin-Walworth,43860,0,0,42.66858202,-88.54163073
7635,61381,Wisconsin-Walworth,43903,0,0,42.66858202,-88.54163073
4621,51036,Wisconsin-Vilas,43894,0,0,46.05467334,-89.51719204
4724,51162,Wisconsin-Vilas,43891,0,0,46.05467334,-89.51719204
5406,54548,Wisconsin-Vernon,43913,0,0,43.59422667,-90.8324691
6968,59010,Wisconsin-Vernon,43866,0,0,43.59422667,-90.8324691
7459,61135,Wisconsin-Vernon,43908,0,0,43.59422667,-90.8324691
9478,96606,Wisconsin-Vernon,43902,0,0,43.59422667,-90.8324691
2219,26860,Wisconsin-Trempealeau,43887,0,0,44.30360275,-91.35893614
2915,39568,Wisconsin-Trempealeau,43898,0,0,44.30360275,-91.35893614
3580,43471,Wisconsin-Trempealeau,43874,0,0,44.30360275,-91.35893614
4830,51276,Wisconsin-Trempealeau,43892,0,0,44.30360275,-91.35893614
6744,58741,Wisconsin-Trempealeau,43869,0,0,44.30360275,-91.35893614
9848,98218,Wisconsin-Trempealeau,43901,0,0,44.30360275,-91.35893614
6743,58740,Wisconsin-Taylor,43869,0,0,45.21179252,-90.5004405
7030,59087,Wisconsin-St. Croix,43868,0,0,45.03437474,-92.45000068
3033,39700,Wisconsin-Shawano,43899,0,0,44.78902246,-88.76443896
7345,60973,Wisconsin-Shawano,43911,0,0,44.78902246,-88.76443896
7458,61134,Wisconsin-Shawano,43908,0,0,44.78902246,-88.76443896
9745,97751,Wisconsin-Shawano,43900,0,0,44.78902246,-88.76443896
1754,26341,Wisconsin-Sawyer,43885,0,0,45.87931905,-91.14504927
5792,56343,Wisconsin-Sawyer,43854,0,0,45.87931905,-91.14504927
6809,58824,Wisconsin-Sauk,43872,0,0,43.42574087,-89.94966132
9865,98364,Wisconsin-Sauk,43903,0,0,43.42574087,-89.94966132
5036,51503,Wisconsin-Rusk,43893,0,0,45.47498854,-91.1333012
8975,94119,Wisconsin-Rock,43862,0,0,42.67151616,-89.071479
7273,60852,Wisconsin-Richland,43910,0,0,43.3762778,-90.43012729
3579,43470,Wisconsin-Price,43874,0,0,45.68051754,-90.3609888
6314,58267,Wisconsin-Price,43864,0,0,45.68051754,-90.3609888
7575,61307,Wisconsin-Price,43905,0,0,45.68051754,-90.3609888
7634,61380,Wisconsin-Price,43903,0,0,45.68051754,-90.3609888
6313,58266,Wisconsin-Portage,43864,0,0,44.47558711,-89.50152965
4932,51388,Wisconsin-Polk,43889,0,0,45.46130348,-92.44182875
6312,58265,Wisconsin-Polk,43864,0,0,45.46130348,-92.44182875
7457,61133,Wisconsin-Polk,43908,0,0,45.46130348,-92.44182875
3894,43820,Wisconsin-Pierce,43873,0,0,44.71850291,-92.4224416
7109,59175,Wisconsin-Pierce,43865,0,0,44.71850291,-92.4224416
344,7413,Wisconsin-Pepin,43942,0,0,44.58307413,-91.99949611
866,16589,Wisconsin-Pepin,43922,0,0,44.58307413,-91.99949611
2552,35623,Wisconsin-Pepin,43960,0,0,44.58307413,-91.99949611
4043,43987,Wisconsin-Pepin,43875,0,0,44.58307413,-91.99949611
4270,47259,Wisconsin-Pepin,43915,0,0,44.58307413,-91.99949611
4931,51387,Wisconsin-Pepin,43889,0,0,44.58307413,-91.99949611
5791,56342,Wisconsin-Pepin,43854,0,0,44.58307413,-91.99949611
7029,59086,Wisconsin-Pepin,43868,0,0,44.58307413,-91.99949611
7371,61013,Wisconsin-Pepin,43907,0,0,44.58307413,-91.99949611
6003,56584,Wisconsin-Outagamie,43857,0,0,44.41578887,-88.46565023
9619,97165,Wisconsin-Outagamie,43899,0,0,44.41578887,-88.46565023
820,15615,Wisconsin-Out of WI,44314,0,0,0,0
839,16304,Wisconsin-Out of WI,44326,0,0,0,0
1115,20147,Wisconsin-Out of WI,44284,0,0,0,0
1423,24686,Wisconsin-Out of WI,44307,0,0,0,0
1447,25821,Wisconsin-Out of WI,44293,0,0,0,0
2218,26859,Wisconsin-Out of WI,43887,0,0,0,0
2354,28393,Wisconsin-Out of WI,44244,0,0,0,0
2358,28648,Wisconsin-Out of WI,44246,0,0,0,0
2369,29262,Wisconsin-Out of WI,44242,0,0,0,0
2383,30075,Wisconsin-Out of WI,44249,0,0,0,0
2442,32474,Wisconsin-Out of WI,44227,0,0,0,0
2595,36150,Wisconsin-Out of WI,44198,0,0,0,0
2631,37751,Wisconsin-Out of WI,44193,0,0,0,0
2640,38204,Wisconsin-Out of WI,44203,0,0,0,0
3126,39804,Wisconsin-Out of WI,43900,0,0,0,0
3484,40951,Wisconsin-Out of WI,44170,0,0,0,0
3499,41459,Wisconsin-Out of WI,44159,0,0,0,0
4126,44171,Wisconsin-Out of WI,44101,0,0,0,0
4167,46280,Wisconsin-Out of WI,44100,0,0,0,0
4546,49417,Wisconsin-Out of WI,44147,0,0,0,0
4723,51161,Wisconsin-Out of WI,43891,0,0,0,0
6215,57209,Wisconsin-Out of WI,44049,0,0,0,0
6742,58739,Wisconsin-Out of WI,43869,0,0,0,0
7935,63229,Wisconsin-Out of WI,44421,0,0,0,0
8007,66962,Wisconsin-Out of WI,44742,0,0,0,0
8023,68265,Wisconsin-Out of WI,44729,0,0,0,0
8236,75216,Wisconsin-Out of WI,44517,0,0,0,0
8322,79582,Wisconsin-Out of WI,44527,0,0,0,0
8326,79850,Wisconsin-Out of WI,44234,0,0,0,0
8351,80978,Wisconsin-Out of WI,44764,0,0,0,0
8429,83434,Wisconsin-Out of WI,43949,0,0,0,0
8776,93262,Wisconsin-Out of WI,44614,0,0,0,0
9379,96160,Wisconsin-Out of WI,44695,0,0,0,0
2914,39567,Wisconsin-Oneida,43898,0,0,45.70677897,-89.51944105
5035,51502,Wisconsin-Oneida,43893,0,0,45.70677897,-89.51944105
9864,98362,Wisconsin-Oneida,43903,0,0,45.70677897,-89.51944105
4620,51035,Wisconsin-Oconto,43894,0,0,45.02715345,-88.26807503
7197,60737,Wisconsin-Oconto,43909,0,0,45.02715345,-88.26807503
7370,61011,Wisconsin-Oconto,43907,0,0,45.02715345,-88.26807503
9744,97749,Wisconsin-Oconto,43900,0,0,45.02715345,-88.26807503
7456,61132,Wisconsin-Monroe,43908,0,0,43.94641218,-90.618819
1614,26189,Wisconsin-Milwaukee,43859,0,0,43.00486062,-87.96733172
6856,58884,Wisconsin-Milwaukee,43871,0,0,43.00486062,-87.96733172
1874,26474,Wisconsin-Menominee,43886,0,0,45.00422544,-88.70950714
4042,43986,Wisconsin-Menominee,43875,0,0,45.00422544,-88.70950714
4507,47846,Wisconsin-Menominee,43919,0,0,45.00422544,-88.70950714
1292,21573,Wisconsin-Marquette,43860,0,0,43.81911946,-89.40073763
5034,51501,Wisconsin-Marquette,43893,0,0,43.81911946,-89.40073763
7344,60971,Wisconsin-Marquette,43911,0,0,43.81911946,-89.40073763
2822,39464,Wisconsin-Marinette,43897,0,0,45.38553432,-88.033246
4041,43985,Wisconsin-Marinette,43875,0,0,45.38553432,-88.033246
4343,47399,Wisconsin-Marinette,43916,0,0,45.38553432,-88.033246
1291,21572,Wisconsin-Marathon,43860,0,0,44.89792533,-89.75863384
6311,58264,Wisconsin-Marathon,43864,0,0,44.89792533,-89.75863384
2722,39345,Wisconsin-Manitowoc,43902,0,0,44.11946801,-87.80928853
4720,51147,Wisconsin-Manitowoc,43895,0,0,44.11946801,-87.80928853
7369,61010,Wisconsin-Manitowoc,43907,0,0,44.11946801,-87.80928853
9618,97163,Wisconsin-Manitowoc,43899,0,0,44.11946801,-87.80928853
954,16862,Wisconsin-Lincoln,43925,0,0,45.33737523,-89.73411273
2586,35975,Wisconsin-Lincoln,43951,0,0,45.33737523,-89.73411273
4226,47135,Wisconsin-Lincoln,43920,0,0,45.33737523,-89.73411273
6626,58605,Wisconsin-Lincoln,43870,0,0,45.33737523,-89.73411273
7633,61379,Wisconsin-Lincoln,43903,0,0,45.33737523,-89.73411273
311,7203,Wisconsin-Langlade,43945,0,0,45.26271619,-89.07483625
2500,35061,Wisconsin-Langlade,43952,0,0,45.26271619,-89.07483625
4722,51160,Wisconsin-Langlade,43891,0,0,45.26271619,-89.07483625
5670,56212,Wisconsin-Langlade,43853,0,0,45.26271619,-89.07483625
9339,95968,Wisconsin-Langlade,43905,0,0,45.26271619,-89.07483625
900,16718,Wisconsin-Lafayette,43923,0,0,42.66005229,-90.1317729
5790,56341,Wisconsin-Lafayette,43854,0,0,42.66005229,-90.1317729
7028,59085,Wisconsin-Lafayette,43868,0,0,42.66005229,-90.1317729
4453,47677,Wisconsin-Kewaunee,43921,0,0,44.51727459,-87.61468386
5405,54547,Wisconsin-Kewaunee,43913,0,0,44.51727459,-87.61468386
2184,26812,Wisconsin-Kenosha,43888,0,0,42.57639354,-88.04051686
1873,26473,Wisconsin-Juneau,43886,0,0,43.92456975,-90.11120239
6741,58738,Wisconsin-Juneau,43869,0,0,43.92456975,-90.11120239
6808,58823,Wisconsin-Juneau,43872,0,0,43.92456975,-90.11120239
8974,94117,Wisconsin-Juneau,43862,0,0,43.92456975,-90.11120239
6010,56596,Wisconsin-Jefferson,43855,0,0,43.02054068,-88.77529134
9617,97161,Wisconsin-Jefferson,43899,0,0,43.02054068,-88.77529134
9220,95282,Wisconsin-Jackson,43857,0,0,44.31864893,-90.80566792
7027,59084,Wisconsin-Iron,43868,0,0,46.26302338,-90.24295041
9248,95402,Wisconsin-Iron,43904,0,0,46.26302338,-90.24295041
9847,98216,Wisconsin-Iron,43901,0,0,46.26302338,-90.24295041
1261,21537,Wisconsin-Iowa,43863,0,0,43.00050278,-90.13469017
7455,61131,Wisconsin-Iowa,43908,0,0,43.00050278,-90.13469017
9743,97747,Wisconsin-Iowa,43900,0,0,43.00050278,-90.13469017
1034,17175,Wisconsin-Green Lake,43927,0,0,43.80025981,-89.04679553
5346,54436,Wisconsin-Green Lake,43912,0,0,43.80025981,-89.04679553
6490,58461,Wisconsin-Green Lake,43867,0,0,43.80025981,-89.04679553
7026,59083,Wisconsin-Green Lake,43868,0,0,43.80025981,-89.04679553
7738,61513,Wisconsin-Green,43906,0,0,42.6794956,-89.60243287
1753,26340,Wisconsin-Grant,43885,0,0,42.8671731,-90.7063218
9863,98360,Wisconsin-Grant,43903,0,0,42.8671731,-90.7063218
270,6858,Wisconsin-Forest,43950,0,0,45.66678019,-88.77084892
6489,58460,Wisconsin-Forest,43867,0,0,45.66678019,-88.77084892
7196,60736,Wisconsin-Forest,43909,0,0,45.66678019,-88.77084892
8565,85741,Wisconsin-Forest,43942,0,0,45.66678019,-88.77084892
1872,26472,Wisconsin-Fond du Lac,43886,0,0,43.75354908,-88.48885325
3893,43819,Wisconsin-Fond du Lac,43873,0,0,43.75354908,-88.48885325
6009,56595,Wisconsin-Fond du Lac,43855,0,0,43.75354908,-88.48885325
7108,59174,Wisconsin-Fond du Lac,43865,0,0,43.75354908,-88.48885325
8972,94115,Wisconsin-Fond du Lac,43862,0,0,43.75354908,-88.48885325
2094,26711,Wisconsin-Florence,43884,0,0,45.84963535,-88.39804137
3892,43818,Wisconsin-Florence,43873,0,0,45.84963535,-88.39804137
5142,51625,Wisconsin-Eau Claire,43890,0,0,44.726614,-91.28609183
4719,51146,Wisconsin-Dunn,43895,0,0,44.94562799,-91.8962481
5789,56340,Wisconsin-Dunn,43854,0,0,44.94562799,-91.8962481
6855,58883,Wisconsin-Dunn,43871,0,0,44.94562799,-91.8962481
2217,26858,Wisconsin-Douglas,43887,0,0,46.43222285,-91.91595768
3344,40044,Wisconsin-Douglas,43901,0,0,46.43222285,-91.91595768
4930,51386,Wisconsin-Douglas,43889,0,0,46.43222285,-91.91595768
6740,58737,Wisconsin-Douglas,43869,0,0,46.43222285,-91.91595768
9616,97159,Wisconsin-Door,43899,0,0,44.95856458,-87.30002707
3891,43817,Wisconsin-Dodge,43873,0,0,43.41576662,-88.70928178
7495,61199,Wisconsin-Dodge,43904,0,0,43.41576662,-88.70928178
2913,39566,Wisconsin-Crawford,43898,0,0,43.23870316,-90.93073686
3032,39699,Wisconsin-Crawford,43899,0,0,43.23870316,-90.93073686
6008,56594,Wisconsin-Columbia,43855,0,0,43.46492199,-89.33589004
7025,59082,Wisconsin-Columbia,43868,0,0,43.46492199,-89.33589004
2216,26857,Wisconsin-Clark,43887,0,0,44.73483377,-90.61207486
2215,26856,Wisconsin-Chippewa,43887,0,0,45.06939744,-91.28068855
7024,59081,Wisconsin-Chippewa,43868,0,0,45.06939744,-91.28068855
7737,61512,Wisconsin-Chippewa,43906,0,0,45.06939744,-91.28068855
1512,26077,Wisconsin-Calumet,43858,0,0,44.0816316,-88.21780273
3471,40201,Wisconsin-Calumet,43903,0,0,44.0816316,-88.21780273
1752,26339,Wisconsin-Buffalo,43885,0,0,44.37835084,-91.75332578
6739,58736,Wisconsin-Brown,43869,0,0,44.4526553,-88.00411844
9615,97157,Wisconsin-Brown,43899,0,0,44.4526553,-88.00411844
6488,58459,Wisconsin-Bayfield,43867,0,0,46.52868768,-91.19716729
7494,61198,Wisconsin-Bayfield,43904,0,0,46.52868768,-91.19716729
8971,94113,Wisconsin-Bayfield,43862,0,0,46.52868768,-91.19716729
6007,56593,Wisconsin-Barron,43855,0,0,45.42372701,-91.84833627
1613,26188,Wisconsin-Ashland,43859,0,0,46.31956891,-90.67837132
4432,47618,Wisconsin-Ashland,43918,0,0,46.31956891,-90.67837132
6310,58263,Wisconsin-Ashland,43864,0,0,46.31956891,-90.67837132
7368,61009,Wisconsin-Ashland,43907,0,0,46.31956891,-90.67837132
1260,21536,Wisconsin-Adams,43863,0,0,43.96974651,-89.76782777
5033,51500,Wisconsin-Adams,43893,0,0,43.96974651,-89.76782777
7736,61511,West Virginia-Wyoming,43906,0,0,37.612327,-81.54511071
1290,21571,West Virginia-Wood,43860,0,0,39.20967886,-81.5162836
4619,51034,West Virginia-Wood,43894,0,0,39.20967886,-81.5162836
5032,51499,West Virginia-Wood,43893,0,0,39.20967886,-81.5162836
1871,26471,West Virginia-Wirt,43886,0,0,39.02775007,-81.37473928
2183,26811,West Virginia-Wirt,43888,0,0,39.02775007,-81.37473928
4019,43956,West Virginia-Wirt,43876,0,0,39.02775007,-81.37473928
6006,56592,West Virginia-Wirt,43855,0,0,39.02775007,-81.37473928
4018,43955,West Virginia-Wetzel,43876,0,0,39.6065771,-80.6401654
9476,96604,West Virginia-Wetzel,43902,0,0,39.6065771,-80.6401654
689,11943,West Virginia-Webster,43930,0,0,38.49370949,-80.4202023
747,12828,West Virginia-Webster,43991,0,0,38.49370949,-80.4202023
1751,26338,West Virginia-Webster,43885,0,0,38.49370949,-80.4202023
4929,51385,West Virginia-Webster,43889,0,0,38.49370949,-80.4202023
5913,56482,West Virginia-Webster,43856,0,0,38.49370949,-80.4202023
6002,56583,West Virginia-Webster,43857,0,0,38.49370949,-80.4202023
7272,60850,West Virginia-Webster,43910,0,0,38.49370949,-80.4202023
1289,21570,West Virginia-Wayne,43860,0,0,38.14901357,-82.42287994
5537,54797,West Virginia-Wayne,43914,0,0,38.14901357,-82.42287994
6967,59009,West Virginia-Wayne,43866,0,0,38.14901357,-82.42287994
7454,61130,West Virginia-Wayne,43908,0,0,38.14901357,-82.42287994
2912,39565,West Virginia-Upshur,43898,0,0,38.89285061,-80.23689136
5345,54435,West Virginia-Upshur,43912,0,0,38.89285061,-80.23689136
7343,60969,West Virginia-Upshur,43911,0,0,38.89285061,-80.23689136
8970,94111,West Virginia-Upshur,43862,0,0,38.89285061,-80.23689136
2911,39564,West Virginia-Tyler,43898,0,0,39.46811972,-80.88772676
5344,54434,West Virginia-Tyler,43912,0,0,39.46811972,-80.88772676
865,16587,West Virginia-Taylor,43922,0,0,39.33602617,-80.0421439
3269,39965,West Virginia-Taylor,43896,0,0,39.33602617,-80.0421439
3343,40043,West Virginia-Taylor,43901,0,0,39.33602617,-80.0421439
2821,39463,West Virginia-Summers,43897,0,0,37.65390597,-80.86009693
8854,93569,West Virginia-Summers,43861,0,0,37.65390597,-80.86009693
2214,26855,West Virginia-Roane,43887,0,0,38.71622686,-81.35243568
3890,43816,West Virginia-Roane,43873,0,0,38.71622686,-81.35243568
688,11942,West Virginia-Ritchie,43930,0,0,39.18094587,-81.06356878
3031,39698,West Virginia-Ritchie,43899,0,0,39.18094587,-81.06356878
4017,43954,West Virginia-Randolph,43876,0,0,38.769899,-79.87919615
4342,47397,West Virginia-Randolph,43916,0,0,38.769899,-79.87919615
5123,51606,West Virginia-Randolph,43891,0,0,38.769899,-79.87919615
6854,58882,West Virginia-Randolph,43871,0,0,38.769899,-79.87919615
6001,56582,West Virginia-Raleigh,43857,0,0,37.76936795,-81.2456041
1288,21569,West Virginia-Putnam,43860,0,0,38.50782345,-81.9082131
4829,51275,West Virginia-Putnam,43892,0,0,38.50782345,-81.9082131
5141,51624,West Virginia-Putnam,43890,0,0,38.50782345,-81.9082131
6738,58735,West Virginia-Putnam,43869,0,0,38.50782345,-81.9082131
7493,61197,West Virginia-Putnam,43904,0,0,38.50782345,-81.9082131
8969,94109,West Virginia-Putnam,43862,0,0,38.50782345,-81.9082131
3470,40200,West Virginia-Preston,43903,0,0,39.46770987,-79.66712803
6737,58734,West Virginia-Preston,43869,0,0,39.46770987,-79.66712803
7735,61510,West Virginia-Preston,43906,0,0,39.46770987,-79.66712803
9106,94766,West Virginia-Preston,43856,0,0,39.46770987,-79.66712803
864,16586,West Virginia-Pocahontas,43922,0,0,38.32758728,-80.00993811
1287,21568,West Virginia-Pocahontas,43860,0,0,38.32758728,-80.00993811
5140,51623,West Virginia-Pocahontas,43890,0,0,38.32758728,-80.00993811
8382,82328,West Virginia-Pocahontas,43946,0,0,38.32758728,-80.00993811
9742,97745,West Virginia-Pocahontas,43900,0,0,38.32758728,-80.00993811
3125,39803,West Virginia-Pleasants,43900,0,0,39.37091679,-81.16771771
6625,58604,West Virginia-Pleasants,43870,0,0,39.37091679,-81.16771771
1612,26187,West Virginia-Pendleton,43859,0,0,38.68314479,-79.35084086
221,6410,West Virginia-Out of WV,43946,0,0,0,0
449,8983,West Virginia-Out of WV,44386,0,0,0,0
463,9363,West Virginia-Out of WV,44374,0,0,0,0
485,10735,West Virginia-Out of WV,44384,0,0,0,0
783,14040,West Virginia-Out of WV,44319,0,0,0,0
799,14774,West Virginia-Out of WV,44322,0,0,0,0
1085,18968,West Virginia-Out of WV,44271,0,0,0,0
1087,19097,West Virginia-Out of WV,44272,0,0,0,0
2373,29602,West Virginia-Out of WV,44236,0,0,0,0
2461,33326,West Virginia-Out of WV,44219,0,0,0,0
3503,41708,West Virginia-Out of WV,44161,0,0,0,0
3528,43182,West Virginia-Out of WV,44171,0,0,0,0
4144,45168,West Virginia-Out of WV,44118,0,0,0,0
4559,50008,West Virginia-Out of WV,44140,0,0,0,0
4718,51145,West Virginia-Out of WV,43895,0,0,0,0
4928,51384,West Virginia-Out of WV,43889,0,0,0,0
5881,56446,West Virginia-Out of WV,43852,0,0,0,0
6207,57082,West Virginia-Out of WV,44048,0,0,0,0
6220,57420,West Virginia-Out of WV,44051,0,0,0,0
6228,57792,West Virginia-Out of WV,44042,0,0,0,0
8018,67892,West Virginia-Out of WV,44747,0,0,0,0
8244,75447,West Virginia-Out of WV,44518,0,0,0,0
8275,77113,West Virginia-Out of WV,44522,0,0,0,0
8315,79317,West Virginia-Out of WV,44256,0,0,0,0
8428,83432,West Virginia-Out of WV,43949,0,0,0,0
3578,43469,West Virginia-Ohio,43874,0,0,40.0955451,-80.62203992
7271,60849,West Virginia-Ohio,43910,0,0,40.0955451,-80.62203992
953,16860,West Virginia-Nicholas,43925,0,0,38.29617706,-80.79759588
